GOOD_NAME,ADG_CODE,ADG_CODE_CLEANED,GOOD_NAME_CLEANED,weight_g,weight_kg,volume_ml,volume_l,count,size,BRAND,BRAND_CONFIDENCE,CATEGORY,GOOD_NAME_NORMALIZED,price_amd,quantity_kg,IS_MISSING_BRAND,HAS_MEASUREMENT,NAME_LENGTH,WORD_COUNT,PRODUCT_ID
"ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG UE43CU7100UXRU, 43 ԴՅՈՒՅՄ,ՀԵՂՈՒԿ ԲՅՈՒՐԵՂԱՅԻՆ ԷԿՐԱՆՈՎ,ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ_x000D_
0P5W3NCW701750T_x000D_
0P5W3NCW701752Y_x000D_
0P5W3NCW701755E_x000D_
0P5W3NCW701756R_x000D_
0P5W3NCW701757J_x000D_
0P5W3NCW701758W_x000D_
0P5W3NCW701759L_x000D_
0P5W3NCW701760H_x000D_
0P5W3NCW701761M_x000D_
0P5W3NCW701762V_x000D_
0P5W3NCW701763T_x000D_
0P5W3NCW701764K_x000D_
0P5W3NCW701765Y_x000D_
0P5W3NCW701766P_x000D_
0P5W3NCW701767X_x000D_
0P5W3NCW701768E_x000D_
0P5W3NCW701769R_x000D_
0P5W3NCW701770D_x000D_
0P5W3NCW701771N_x000D_
0P5W3NCW701772F_x000D_
0P5W3NCW701773H_x000D_
0P5W3NCW701774M_x000D_
0P5W3NCW701775V_x000D_
0P5W3NCW701777K",8528.0,8528,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG UE43CU7100UXRU 43 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂԱՅԻՆ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ_x000D_ 0P5W3NCW701750T_x000D_ 0P5W3NCW701752Y_x000D_ 0P5W3NCW701755E_x000D_ 0P5W3NCW701756R_x000D_ 0P5W3NCW701757J_x000D_ 0P5W3NCW701758W_x000D_ 0P5W3NCW701759L_x000D_ 0P5W3NCW701760H_x000D_ 0P5W3NCW701761M_x000D_ 0P5W3NCW701762V_x000D_ 0P5W3NCW701763T_x000D_ 0P5W3NCW701764K_x000D_ 0P5W3NCW701765Y_x000D_ 0P5W3NCW701766P_x000D_ 0P5W3NCW701767X_x000D_ 0P5W3NCW701768E_x000D_ 0P5W3NCW701769R_x000D_ 0P5W3NCW701770D_x000D_ 0P5W3NCW701771N_x000D_ 0P5W3NCW701772F_x000D_ 0P5W3NCW701773H_x000D_ 0P5W3NCW701774M_x000D_ 0P5W3NCW701775V_x000D_ 0P5W3NCW701777K,0.0,0.0,0.0,0.0,0.0,0,Samsung,1.0,Electronics,ՀԵՌՈՒՍՏԱՑՈՒՅՑ UE43CU7100UXRU 43 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂԱՅԻՆ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ_x000D_ 0P5W3NCW701750T_x000D_ 0P5W3NCW701752Y_x000D_ 0P5W3NCW701755E_x000D_ 0P5W3NCW701756R_x000D_ 0P5W3NCW701757J_x000D_ 0P5W3NCW701758W_x000D_ 0P5W3NCW701759L_x000D_ 0P5W3NCW701760H_x000D_ 0P5W3NCW701761M_x000D_ 0P5W3NCW701762V_x000D_ 0P5W3NCW701763T_x000D_ 0P5W3NCW701764K_x000D_ 0P5W3NCW701765Y_x000D_ 0P5W3NCW701766P_x000D_ 0P5W3NCW701767X_x000D_ 0P5W3NCW701768E_x000D_ 0P5W3NCW701769R_x000D_ 0P5W3NCW701770D_x000D_ 0P5W3NCW701771N_x000D_ 0P5W3NCW701772F_x000D_ 0P5W3NCW701773H_x000D_ 0P5W3NCW701774M_x000D_ 0P5W3NCW701775V_x000D_ 0P5W3NCW701777K,0.0,0.0,0,0,676,37,338
"ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG QE50LS03FAUXRU`50 ԴՅՈՒՅՄ ՔՎԱՆՏԱՅԻՆ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂՅԱ ԷԿՐԱՆՈՎ՝ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ԵՎ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ QLED_x000D_
SN.0AMU3K4Y400001R,0AMU3K4Y400002A_x000D_
0AMU3K4Y400003V,0AMU3K4Y400004E_x000D_
0AMU3K4Y400005Z,0AMU3K4Y400006M_x000D_
0AMU3K4Y400007X,0AMU3K4Y400008B_x000D_
0AMU3K4Y400009H,0AMU3K4Y400010K_x000D_
0AMU3K4Y400011J_x000D_
0AMU3K4Y400012D_x000D_
0AMU3K4Y400013T_x000D_
0AMU3K4Y400014R_x000D_
0AMU3K4Y400015A_x000D_
0AMU3K4Y400016V_x000D_
0AMU3K4Y400017E_x000D_
0AMU3K4Y400018Z",8528.0,8528,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG QE50LS03FAUXRU 50 ԴՅՈՒՅՄ ՔՎԱՆՏԱՅԻՆ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂՅԱ ԷԿՐԱՆՈՎ՝ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ԵՎ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ QLED_x000D_ SN 0AMU3K4Y400001R 0AMU3K4Y400002A_x000D_ 0AMU3K4Y400003V 0AMU3K4Y400004E_x000D_ 0AMU3K4Y400005Z 0AMU3K4Y400006M_x000D_ 0AMU3K4Y400007X 0AMU3K4Y400008B_x000D_ 0AMU3K4Y400009H 0AMU3K4Y400010K_x000D_ 0AMU3K4Y400011J_x000D_ 0AMU3K4Y400012D_x000D_ 0AMU3K4Y400013T_x000D_ 0AMU3K4Y400014R_x000D_ 0AMU3K4Y400015A_x000D_ 0AMU3K4Y400016V_x000D_ 0AMU3K4Y400017E_x000D_ 0AMU3K4Y400018Z,0.0,0.0,0.0,0.0,0.0,0,Samsung,1.0,Electronics,ՀԵՌՈՒՍՏԱՑՈՒՅՑ QE50LS03FAUXRU 50 ԴՅՈՒՅՄ ՔՎԱՆՏԱՅԻՆ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂՅԱ ԷԿՐԱՆՈՎ՝ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ԵՎ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ QLED_x000D_ SN 0AMU3K4Y400001R 0AMU3K4Y400002A_x000D_ 0AMU3K4Y400003V 0AMU3K4Y400004E_x000D_ 0AMU3K4Y400005Z 0AMU3K4Y400006M_x000D_ 0AMU3K4Y400007X 0AMU3K4Y400008B_x000D_ 0AMU3K4Y400009H 0AMU3K4Y400010K_x000D_ 0AMU3K4Y400011J_x000D_ 0AMU3K4Y400012D_x000D_ 0AMU3K4Y400013T_x000D_ 0AMU3K4Y400014R_x000D_ 0AMU3K4Y400015A_x000D_ 0AMU3K4Y400016V_x000D_ 0AMU3K4Y400017E_x000D_ 0AMU3K4Y400018Z,0.0,0.0,0,0,523,35,138
"ՄՈՆԻՏՈՐՆԵՐ ԳՈՒՆԱՎՈՐ ՊԱՏԿԵՐՈՎ՝ՄՇԱԿՎԱԾ ՀԱՄԱԿԱՐԳԻՉՆԵՐԻ ՀԵՏ ՕԳՏԱԳՈՐԾԵԼՈՒ ՀԱՄԱՐ SAMSUNG LS32D804UAIXCI 32 ԴՈՒՅՄ 0UYPHNBXC00001V_x000D_
0UYPHNBXC00002R_x000D_
0UYPHNBXC00003D_x000D_
0UYPHNBXC00004K_x000D_
0UYPHNBXC00005W_x000D_
0UYPHNBXC00006F_x000D_
0UYPHNBXC00007P_x000D_
0UYPHNBXC00008B_x000D_
0UYPHNBXC00009M_x000D_
0UYPHNBXC00010L_x000D_
0UYPHNBXC00011H_x000D_
0UYPHNBXC00012X_x000D_
0UYPHNBXC00013Z_x000D_
0UYPHNBXC00014V_x000D_
0UYPHNBXC00015R_x000D_
0UYPHNBXC00016D_x000D_
0UYPHNBXC00017K_x000D_
0UYPHNBXC00018W_x000D_
0UYPHNBXC00019F_x000D_
0UYPHNBXC00020J_x000D_
0UYPHNBXC00021N_x000D_
0UYPHNBXC00022Y_x000D_
0UYPHNBXC00023L_x000D_
0UYPHNBXC00024H_x000D_
0UYPHNBXC00025X_x000D_
0UYPHNBXC00026Z_x000D_
0UYPHNBXC00027V_x000D_
0UYPHNBXC00028R_x000D_
0UYPHNBXC00029D_x000D_
0UYPHNBXC00030E_x000D_
0UYPHNBXC00031A_x000D_
0UYPHNBXC00032T_x000D_
0UYPHNBXC00033J_x000D_
0UYPHNBXC00034N_x000D_
0UYPHNBXC00035Y_x000D_
0UYPHNBXC00036L_x000D_
0UYPHNBXC00037H_x000D_
0UYPHNBXC00038X_x000D_
0UYPHNBXC00039Z_x000D_
0UYPHNBXC00040P_x000D_
0UYPHNBXC00041B_x000D_
0UYPHNBXC00042M_x000D_
0UYPHNBXC00043E_x000D_
0UYPHNBXC00044A_x000D_
0UYPHNBXC00045T_x000D_
0UYPHNBXC00046J_x000D_
0UYPHNBXC00047N_x000D_
0UYPHNBXC00048Y_x000D_
0UYPHNBXC00049L_x000D_
0UYPHNBXC00050K_x000D_
0UYPHNBXC00051W_x000D_
0UYPHNBXC00052F_x000D_
0UYPHNBXC00053P_x000D_
0UYPHNBXC00054B_x000D_
0UYPHNBXC00055M_x000D_
0UYPHNBXC00056E_x000D_
0UYPHNBXC00057A_x000D_
0UYPHNBXC00058T_x000D_
0UYPHNBXC00059J_x000D_
0UYPHNBXC00060V",8528.0,8528,ՄՈՆԻՏՈՐՆԵՐ ԳՈՒՆԱՎՈՐ ՊԱՏԿԵՐՈՎ՝ՄՇԱԿՎԱԾ ՀԱՄԱԿԱՐԳԻՉՆԵՐԻ ՀԵՏ ՕԳՏԱԳՈՐԾԵԼՈՒ ՀԱՄԱՐ SAMSUNG LS32D804UAIXCI 32 ԴՈՒՅՄ 0UYPHNBXC00001V_x000D_ 0UYPHNBXC00002R_x000D_ 0UYPHNBXC00003D_x000D_ 0UYPHNBXC00004K_x000D_ 0UYPHNBXC00005W_x000D_ 0UYPHNBXC00006F_x000D_ 0UYPHNBXC00007P_x000D_ 0UYPHNBXC00008B_x000D_ 0UYPHNBXC00009M_x000D_ 0UYPHNBXC00010L_x000D_ 0UYPHNBXC00011H_x000D_ 0UYPHNBXC00012X_x000D_ 0UYPHNBXC00013Z_x000D_ 0UYPHNBXC00014V_x000D_ 0UYPHNBXC00015R_x000D_ 0UYPHNBXC00016D_x000D_ 0UYPHNBXC00017K_x000D_ 0UYPHNBXC00018W_x000D_ 0UYPHNBXC00019F_x000D_ 0UYPHNBXC00020J_x000D_ 0UYPHNBXC00021N_x000D_ 0UYPHNBXC00022Y_x000D_ 0UYPHNBXC00023L_x000D_ 0UYPHNBXC00024H_x000D_ 0UYPHNBXC00025X_x000D_ 0UYPHNBXC00026Z_x000D_ 0UYPHNBXC00027V_x000D_ 0UYPHNBXC00028R_x000D_ 0UYPHNBXC00029D_x000D_ 0UYPHNBXC00030E_x000D_ 0UYPHNBXC00031A_x000D_ 0UYPHNBXC00032T_x000D_ 0UYPHNBXC00033J_x000D_ 0UYPHNBXC00034N_x000D_ 0UYPHNBXC00035Y_x000D_ 0UYPHNBXC00036L_x000D_ 0UYPHNBXC00037H_x000D_ 0UYPHNBXC00038X_x000D_ 0UYPHNBXC00039Z_x000D_ 0UYPHNBXC00040P_x000D_ 0UYPHNBXC00041B_x000D_ 0UYPHNBXC00042M_x000D_ 0UYPHNBXC00043E_x000D_ 0UYPHNBXC00044A_x000D_ 0UYPHNBXC00045T_x000D_ 0UYPHNBXC00046J_x000D_ 0UYPHNBXC00047N_x000D_ 0UYPHNBXC00048Y_x000D_ 0UYPHNBXC00049L_x000D_ 0UYPHNBXC00050K_x000D_ 0UYPHNBXC00051W_x000D_ 0UYPHNBXC00052F_x000D_ 0UYPHNBXC00053P_x000D_ 0UYPHNBXC00054B_x000D_ 0UYPHNBXC00055M_x000D_ 0UYPHNBXC00056E_x000D_ 0UYPHNBXC00057A_x000D_ 0UYPHNBXC00058T_x000D_ 0UYPHNBXC00059J_x000D_ 0UYPHNBXC00060V,0.0,0.0,0.0,0.0,0.0,0,Samsung,1.0,Electronics,ՄՈՆԻՏՈՐՆԵՐ ԳՈՒՆԱՎՈՐ ՊԱՏԿԵՐՈՎ՝ՄՇԱԿՎԱԾ ՀԱՄԱԿԱՐԳԻՉՆԵՐԻ ՀԵՏ ՕԳՏԱԳՈՐԾԵԼՈՒ ՀԱՄԱՐ LS32D804UAIXCI 32 ԴՈՒՅՄ 0UYPHNBXC00001V_x000D_ 0UYPHNBXC00002R_x000D_ 0UYPHNBXC00003D_x000D_ 0UYPHNBXC00004K_x000D_ 0UYPHNBXC00005W_x000D_ 0UYPHNBXC00006F_x000D_ 0UYPHNBXC00007P_x000D_ 0UYPHNBXC00008B_x000D_ 0UYPHNBXC00009M_x000D_ 0UYPHNBXC00010L_x000D_ 0UYPHNBXC00011H_x000D_ 0UYPHNBXC00012X_x000D_ 0UYPHNBXC00013Z_x000D_ 0UYPHNBXC00014V_x000D_ 0UYPHNBXC00015R_x000D_ 0UYPHNBXC00016D_x000D_ 0UYPHNBXC00017K_x000D_ 0UYPHNBXC00018W_x000D_ 0UYPHNBXC00019F_x000D_ 0UYPHNBXC00020J_x000D_ 0UYPHNBXC00021N_x000D_ 0UYPHNBXC00022Y_x000D_ 0UYPHNBXC00023L_x000D_ 0UYPHNBXC00024H_x000D_ 0UYPHNBXC00025X_x000D_ 0UYPHNBXC00026Z_x000D_ 0UYPHNBXC00027V_x000D_ 0UYPHNBXC00028R_x000D_ 0UYPHNBXC00029D_x000D_ 0UYPHNBXC00030E_x000D_ 0UYPHNBXC00031A_x000D_ 0UYPHNBXC00032T_x000D_ 0UYPHNBXC00033J_x000D_ 0UYPHNBXC00034N_x000D_ 0UYPHNBXC00035Y_x000D_ 0UYPHNBXC00036L_x000D_ 0UYPHNBXC00037H_x000D_ 0UYPHNBXC00038X_x000D_ 0UYPHNBXC00039Z_x000D_ 0UYPHNBXC00040P_x000D_ 0UYPHNBXC00041B_x000D_ 0UYPHNBXC00042M_x000D_ 0UYPHNBXC00043E_x000D_ 0UYPHNBXC00044A_x000D_ 0UYPHNBXC00045T_x000D_ 0UYPHNBXC00046J_x000D_ 0UYPHNBXC00047N_x000D_ 0UYPHNBXC00048Y_x000D_ 0UYPHNBXC00049L_x000D_ 0UYPHNBXC00050K_x000D_ 0UYPHNBXC00051W_x000D_ 0UYPHNBXC00052F_x000D_ 0UYPHNBXC00053P_x000D_ 0UYPHNBXC00054B_x000D_ 0UYPHNBXC00055M_x000D_ 0UYPHNBXC00056E_x000D_ 0UYPHNBXC00057A_x000D_ 0UYPHNBXC00058T_x000D_ 0UYPHNBXC00059J_x000D_ 0UYPHNBXC00060V,0.0,0.0,0,0,1479,71,369
Պերեխ սպիտակ փոքր 2404-335,8536.0,8536,Պերեխ սպիտակ փոքր 2404-335,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Other,Պերեխ սպիտակ փոքր 2404-335,0.0,0.0,1,0,26,4,1583
"ՌԵԼԵՆԵՐ G5PA-2 DC12 10ՀԱՏ, SDT-S-112LMR 10ՀԱՏ, SLC-12VDC-SL-C 10ՀԱՏ",8536.0,8536,ՌԵԼԵՆԵՐ G5PA-2 DC12 10ՀԱՏ SDT-S-112LMR 10ՀԱՏ SLC-12VDC-SL-C 10ՀԱՏ,0.0,0.0,0.0,0.0,10.0,S,Unknown,0.0,Clothing,ՌԵԼԵՆԵՐ G5PA-2 DC12 SDT-S-112LMR SLC-12VDC-SL-C,0.0,0.0,1,1,65,8,489
ABB Վարդակ Հող. 2M N2288 BL սպիտակ,8536.0,8536,ABB Վարդակ Հող 2M N2288 BL սպիտակ,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Clothing,ABB Վարդակ Հող 2M N2288 BL սպիտակ,0.0,0.0,1,0,33,7,1987
OVIVO սպիտակ շտեպցել առանց պանե լ,8536.0,8536,OVIVO սպիտակ շտեպցել առանց պանե լ,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Other,OVIVO սպիտակ շտեպցել առանց պանե լ,0.0,0.0,1,0,33,6,1297
Ատրճանակ բետոնի պնևմատիկ կանաչ SYMBO,8536.0,8536,Ատրճանակ բետոնի պնևմատիկ կանաչ SYMBO,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Clothing,Ատրճանակ բետոնի պնևմատիկ կանաչ SYMBO,0.0,0.0,1,0,36,5,1033
վիկլուչատել 1տ առանց պանել սպիտակ,8536.0,8536,վիկլուչատել 1տ առանց պանել սպիտակ,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Other,վիկլուչատել 1տ առանց պանել սպիտակ,0.0,0.0,1,0,33,5,1065
ԷԼ․ ՇՂԹԱՆԵՐԻ ԼԱՐՄԱՆ ՊԱՇՏՊԱՆԻՉ ԹՎԱՅԻՆ ԲԼՈԿ / 20 ԱՄՊԵՐ/ AMVAJ SHIVA - 5 ՀԱՏ,8536.0,8536,ԷԼ ՇՂԹԱՆԵՐԻ ԼԱՐՄԱՆ ՊԱՇՏՊԱՆԻՉ ԹՎԱՅԻՆ ԲԼՈԿ / 20 ԱՄՊԵՐ/ AMVAJ SHIVA - 5 ՀԱՏ,0.0,0.0,0.0,0.0,5.0,0,Unknown,0.0,Clothing,ԷԼ ՇՂԹԱՆԵՐԻ ԼԱՐՄԱՆ ՊԱՇՏՊԱՆԻՉ ԹՎԱՅԻՆ ԲԼՈԿ / 20 ԱՄՊԵՐ/ AMVAJ SHIVA -,0.0,0.0,1,1,72,14,1004
ELLMAX Վարդակ ներք. 2տ սպիտակ,8536.0,8536,ELLMAX Վարդակ ներք 2տ սպիտակ,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Clothing,ELLMAX Վարդակ ներք 2տ սպիտակ,0.0,0.0,1,0,28,5,1951
Տուփ բաժանման կլոր /կանաչ/,8536.0,8536,Տուփ բաժանման կլոր /կանաչ/,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Other,Տուփ բաժանման կլոր /կանաչ/,0.0,0.0,1,0,26,4,1998
Simon 24 Անջատիչ 1ստեղն 10A /սպիտակ,8536.0,8536,Simon 24 Անջատիչ 1ստեղն 10A /սպիտակ,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Clothing,Simon 24 Անջատիչ 1ստեղն 10A /սպիտակ,0.0,0.0,1,0,35,6,1437
MERCEDES-BENZ Ա/Մ-Ի ԷԼ. ԴԵՏԱԼՆԵՐ 10 ՀԱՏ A 004 545 8026,8536.0,8536,MERCEDES-BENZ Ա/Մ-Ի ԷԼ ԴԵՏԱԼՆԵՐ 10 ՀԱՏ A 004 545 8026,0.0,0.0,0.0,0.0,10.0,0,Mercedes-Benz,1.0,Auto Parts,Ա/Մ-Ի ԷԼ ԴԵՏԱԼՆԵՐ A 004 545 8026,0.0,0.0,0,1,53,10,1953
"Mosaic վարդակ 2K+3, 2M սպիտակ",8536.0,8536,Mosaic վարդակ 2K 3 2M սպիտակ,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Clothing,Mosaic վարդակ 2K 3 2M սպիտակ,0.0,0.0,1,0,28,6,1695
Անջատիչ պատի վրայի 2տ AE20103 Anura սպիտակ,8536.0,8536,Անջատիչ պատի վրայի 2տ AE20103 Anura սպիտակ,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Other,Անջատիչ պատի վրայի 2տ AE20103 Anura սպիտակ,0.0,0.0,1,0,42,7,1760
վիկլուչատել 2տեղ սպիտակ առանց պանել ovivo 3720,8536.0,8536,վիկլուչատել 2տեղ սպիտակ առանց պանել ovivo 3720,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Other,վիկլուչատել 2տեղ սպիտակ առանց պանել ovivo 3720,0.0,0.0,1,0,46,7,1037
Optima անջատիչ սպիտակ,8536.0,8536,Optima անջատիչ սպիտակ,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Clothing,Optima անջատիչ սպիտակ,0.0,0.0,1,0,21,3,1505
սպիտակ շտեպցել  2տեղ պատի վրի,8536.0,8536,սպիտակ շտեպցել 2տեղ պատի վրի,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Other,սպիտակ շտեպցել 2տեղ պատի վրի,0.0,0.0,1,0,28,5,486
տուփ վարդակի (2տեղ կանաչ),8538.0,8538,տուփ վարդակի 2տեղ կանաչ,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Other,տուփ վարդակի 2տեղ կանաչ,0.0,0.0,1,0,23,4,1888
"ԱՐԵՎԱՅԻՆ ՊԱՆԵԼՆԵՐ՝ <RISEN>  ԱՊՐԱՆՔԱՅԻՆ ՆՇԱՆՈՎ, RSM 132-8-700BHDG (700 WT)",8541.0,8541,ԱՐԵՎԱՅԻՆ ՊԱՆԵԼՆԵՐ՝ RISEN ԱՊՐԱՆՔԱՅԻՆ ՆՇԱՆՈՎ RSM 132-8-700BHDG 700 WT,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Clothing,ԱՐԵՎԱՅԻՆ ՊԱՆԵԼՆԵՐ՝ RISEN ԱՊՐԱՆՔԱՅԻՆ ՆՇԱՆՈՎ RSM 132-8-700BHDG 700 WT,0.0,0.0,1,0,67,9,199
"Լվացքի հեղուկ գել Գունավոր Սավեքս 2,7լ",8543.0,8543,Լվացքի հեղուկ գել Գունավոր Սավեքս 2 7լ,0.0,0.0,7000.0,7.0,0.0,0,Savax,0.8,Household,Լվացքի հեղուկ գել Գունավոր 2,0.0,0.0,0,1,38,7,35
ՀԱՂՈՐԴԱԼԱՐԵՐԻ ԼՐԱԿԱԶՄԵՐ (ԹԱՆԿԱՐԺԵՔ ՄԵՏԱՂՆԵՐ ՉՊԱՐՈՒՆԱԿՈՂ) MERCEDES BENZ (1984-2002 ԹԹ) ՄԱՐԴԱՏԱՐ Ա/Մ-Ի ՀԱՄԱՐ; WXQP 151213 - 120 ՀԱՏ,8544.0,8544,ՀԱՂՈՐԴԱԼԱՐԵՐԻ ԼՐԱԿԱԶՄԵՐ ԹԱՆԿԱՐԺԵՔ ՄԵՏԱՂՆԵՐ ՉՊԱՐՈՒՆԱԿՈՂ MERCEDES BENZ 1984-2002 ԹԹ ՄԱՐԴԱՏԱՐ Ա/Մ-Ի ՀԱՄԱՐ WXQP 151213 - 120 ՀԱՏ,0.0,0.0,0.0,0.0,120.0,0,Mercedes-Benz,1.0,Auto Parts,ՀԱՂՈՐԴԱԼԱՐԵՐԻ ԼՐԱԿԱԶՄԵՐ ԹԱՆԿԱՐԺԵՔ ՄԵՏԱՂՆԵՐ ՉՊԱՐՈՒՆԱԿՈՂ 1984-2002 ԹԹ ՄԱՐԴԱՏԱՐ Ա/Մ-Ի ՀԱՄԱՐ WXQP 151213 -,0.0,0.0,0,1,124,17,1288
Սկոչ ալյումինե 48մմ 15մ Royal (ֆոլգա),8546.0,8546,Սկոչ ալյումինե 48մմ 15մ Royal ֆոլգա,0.0,0.0,0.0,0.0,0.0,0,Royal,1.0,Household,Սկոչ ալյումինե 48մմ 15մ ֆոլգա,0.0,0.0,0,0,35,6,1203
"ՄԱՐԴԱՏԱՐ ԱՎՏՈՄԵՔԵՆԱ MAZDA CX-30 SELECT SPORT 02/2024Թ․, 2.5L. VIN: 3MVDMBBM7RM666248",8703.0,8703,ՄԱՐԴԱՏԱՐ ԱՎՏՈՄԵՔԵՆԱ MAZDA CX-30 SELECT SPORT 02/2024Թ 2 5L VIN 3MVDMBBM7RM666248,0.0,0.0,5000.0,5.0,0.0,0,Unknown,0.0,Auto Parts,ՄԱՐԴԱՏԱՐ ԱՎՏՈՄԵՔԵՆԱ MAZDA CX-30 SELECT SPORT 02/2024Թ 2 VIN 3MVDMBBM7RM666248,0.0,0.0,1,1,80,11,887
"ՄԱՐԴԱՏԱՐ ԱՎՏՈՄԵՔԵՆԱ NISSAN SENTRA S 04/2018Թ  1,8լ _x000D_
VIN 3N1AB7AP4JY297819",8703.0,8703,ՄԱՐԴԱՏԱՐ ԱՎՏՈՄԵՔԵՆԱ NISSAN SENTRA S 04/2018Թ 1 8լ _x000D_ VIN 3N1AB7AP4JY297819,0.0,0.0,8000.0,8.0,0.0,S,Unknown,0.0,Auto Parts,ՄԱՐԴԱՏԱՐ ԱՎՏՈՄԵՔԵՆԱ NISSAN SENTRA S 04/2018Թ 1 _x000D_ VIN 3N1AB7AP4JY297819,0.0,0.0,1,1,79,11,1901
"ՄԱՐԴԱՏԱՐ Ա/Մ MERCEDES-BENZ E 350 4MATIC ,  08/2019Թ․ , 2.0L  TURBO_x000D_
VIN: VIN: WDDZF8EB1LA719261",8703.0,8703,ՄԱՐԴԱՏԱՐ Ա/Մ MERCEDES-BENZ E 350 4MATIC 08/2019Թ 2 0L TURBO_x000D_ VIN VIN WDDZF8EB1LA719261,0.0,0.0,0.0,0.0,0.0,0,Mercedes-Benz,1.0,Auto Parts,ՄԱՐԴԱՏԱՐ Ա/Մ E 350 4MATIC 08/2019Թ 2 TURBO_x000D_ VIN VIN WDDZF8EB1LA719261,0.0,0.0,0,1,92,13,1549
"ՄԱՐԴԱՏԱՐ Ա/Մ MITSUBISHI OUTLANDER SPORT SE 2.0Լ 07/2019Թ․_x000D_
VIN.JA4AR3AU7LU001151",8703.0,8703,ՄԱՐԴԱՏԱՐ Ա/Մ MITSUBISHI OUTLANDER SPORT SE 2 0Լ 07/2019Թ _x000D_ VIN JA4AR3AU7LU001151,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Auto Parts,ՄԱՐԴԱՏԱՐ Ա/Մ MITSUBISHI OUTLANDER SPORT SE 2 07/2019Թ _x000D_ VIN JA4AR3AU7LU001151,0.0,0.0,1,1,86,12,152
"ՄԱՐԴԱՏԱՐ Ա/Մ NISSAN ROGUE SPORT S (495AAO) 2.0Լ 11/2017Թ․_x000D_
VIN.JN1BJ1CR1JW202465",8703.0,8703,ՄԱՐԴԱՏԱՐ Ա/Մ NISSAN ROGUE SPORT S 495AAO 2 0Լ 11/2017Թ _x000D_ VIN JN1BJ1CR1JW202465,0.0,0.0,0.0,0.0,0.0,S,Unknown,0.0,Auto Parts,ՄԱՐԴԱՏԱՐ Ա/Մ NISSAN ROGUE SPORT S 495AAO 2 11/2017Թ _x000D_ VIN JN1BJ1CR1JW202465,0.0,0.0,1,1,84,13,374
"ՄԱՐԴԱՏԱՐ, NISSAN SENTRA S,  05/2019Թ․, 1.8Լ․, 3N1AB7APXKY362268",8703.0,8703,ՄԱՐԴԱՏԱՐ NISSAN SENTRA S 05/2019Թ 1 8Լ 3N1AB7APXKY362268,0.0,0.0,8000.0,8.0,0.0,S,Unknown,0.0,Auto Parts,ՄԱՐԴԱՏԱՐ NISSAN SENTRA S 05/2019Թ 1 3N1AB7APXKY362268,0.0,0.0,1,1,56,8,467
